iter	Passed	Remaining
1667	25501	35652
1668	25516	35637
1669	25530	35620
1670	25545	35604
1671	25560	35588
1672	25575	35572
1673	25589	35556
1674	25604	35539
1675	25618	35523
1676	25633	35507
1677	25648	35491
1678	25662	35474
1679	25676	35458
1680	25691	35442
1681	25706	35426
1682	25721	35411
1683	25736	35395
1684	25751	35380
1685	25766	35364
1686	25781	35348
1687	25796	35332
1688	25810	35316
1689	25825	35299
1690	25840	35284
1691	25855	35268
1692	25869	35251
1693	25884	35235
1694	25898	35218
1695	25913	35203
1696	25928	35187
1697	25942	35171
1698	25957	35154
1699	25971	35138
1700	25987	35123
1701	26002	35107
1702	26018	35093
1703	26033	35078
1704	26049	35063
1705	26067	35052
1706	26082	35036
1707	26098	35021
1708	26113	35005
1709	26127	34989
1710	26143	34974
1711	26158	34959
1712	26173	34944
1713	26189	34929
1714	26204	34913
1715	26219	34898
1716	26235	34883
1717	26250	34867
1718	26264	34851
1719	26281	34838
1720	26297	34824
1721	26312	34808
1722	26330	34796
1723	26347	34783
1724	26366	34772
1725	26381	34758
1726	26397	34742
1727	26411	34726
1728	26426	34710
1729	26441	34695
1730	26458	34682
1731	26474	34667
1732	26491	34653
1733	26506	34638
1734	26521	34623
1735	26536	34608
1736	26551	34592
1737	26565	34574
1738	26578	34556
1739	26597	34545
1740	26613	34531
1741	26628	34516
1742	26644	34502
1743	26659	34486
1744	26676	34472
1745	26691	34456
1746	26705	34440
1747	26720	34424
1748	26734	34407
1749	26752	34396
1750	26771	34386
1751	26790	34374
1752	26807	34361
1753	26824	34348
1754	26840	34334
1755	26856	34319
1756	26870	34302
1757	26886	34289
1758	26902	34273
1759	26917	34258
1760	26932	34242
1761	26947	34227
1762	26962	34211
1763	26976	34195
1764	26991	34178
1765	27007	34164
1766	27022	34148
1767	27036	34131
1768	27051	34115
1769	27065	34099
1770	27079	34083
1771	27095	34068
1772	27121	34066
1773	27136	34050
1774	27149	34032
1775	27164	34016
1776	27178	34000
1777	27193	33984
1778	27209	33970
1779	27228	33958
1780	27243	33943
1781	27260	33929
1782	27278	33917
1783	27293	33902
1784	27309	33888
1785	27327	33875
1786	27342	33861
1787	27359	33846
1788	27377	33835
1789	27394	33822
1790	27411	33808
1791	27426	33793
1792	27441	33777
1793	27455	33760
1794	27469	33744
1795	27484	33727
1796	27499	33712
1797	27515	33698
1798	27529	33681
1799	27545	33666
1800	27560	33650
1801	27575	33635
1802	27590	33619
1803	27604	33602
1804	27620	33587
1805	27636	33573
1806	27654	33561
1807	27670	33547
1808	27686	33532
1809	27701	33517
1810	27716	33501
1811	27730	33485
1812	27745	33469
1813	27773	33468
1814	27793	33459
1815	27836	33477
1816	27853	33463
1817	27874	33455
1818	27889	33439
1819	27903	33422
1820	27917	33406
1821	27932	33390
1822	27949	33377
1823	27964	33361
1824	27979	33345
1825	27994	33329
1826	28009	33314
1827	28024	33298
1828	28038	33281
1829	28053	33265
1830	28069	33250
1831	28083	33234
1832	28098	33218
1833	28113	33202
1834	28127	33185
1835	28142	33170
1836	28157	33154
1837	28172	33138
1838	28187	33122
1839	28201	33105
1840	28217	33091
1841	28231	33074
1842	28246	33059
1843	28261	33043
1844	28277	33028
1845	28292	33013
1846	28307	32997
1847	28322	32981
1848	28337	32965
1849	28352	32949
1850	28367	32935
1851	28382	32918
1852	28397	32903
1853	28414	32889
1854	28430	32875
1855	28446	32860
1856	28461	32844
1857	28475	32827
1858	28489	32811
1859	28504	32794
1860	28518	32778
1861	28533	32762
1862	28547	32746
1863	28562	32730
1864	28576	32714
1865	28592	32698
1866	28606	32682
1867	28620	32665
1868	28634	32648
1869	28649	32632
1870	28664	32616
1871	28678	32600
1872	28692	32583
1873	28707	32567
1874	28723	32553
1875	28738	32537
1876	28753	32521
1877	28767	32505
1878	28781	32488
1879	28796	32472
1880	28810	32455
1881	28824	32439
1882	28839	32423
1883	28854	32407
1884	28868	32391
1885	28884	32375
1886	28898	32359
1887	28915	32346
1888	28934	32334
1889	28947	32317
1890	28962	32301
1891	28976	32284
1892	28989	32266
1893	29005	32251
1894	29022	32238
1895	29041	32227
1896	29058	32213
1897	29073	32198
1898	29088	32182
1899	29102	32166
1900	29117	32150
1901	29132	32134
1902	29147	32118
1903	29161	32102
1904	29181	32091
1905	29195	32075
1906	29212	32062
1907	29228	32047
1908	29244	32033
1909	29261	32018
1910	29275	32002
1911	29291	31987
1912	29308	31974
1913	29324	31960
1914	29341	31946
1915	29356	31931
1916	29371	31915
1917	29385	31898
1918	29400	31881
1919	29415	31866
1920	29430	31851
1921	29445	31834
1922	29459	31818
1923	29474	31802
1924	29488	31786
1925	29503	31771
1926	29518	31755
1927	29533	31739
1928	29548	31723
1929	29565	31709
1930	29581	31695
1931	29597	31680
1932	29612	31665
1933	29627	31649
1934	29642	31633
1935	29657	31618
1936	29672	31602
1937	29686	31586
1938	29701	31570
1939	29715	31553
1940	29730	31537
1941	29744	31521
1942	29759	31505
1943	29774	31489
1944	29789	31474
1945	29804	31458
1946	29821	31444
1947	29837	31430
1948	29854	31416
1949	29871	31403
1950	29889	31390
1951	29903	31374
1952	29917	31357
1953	29931	31340
1954	29945	31324
1955	29960	31308
1956	29977	31294
1957	29994	31281
1958	30009	31265
1959	30024	31250
1960	30039	31234
1961	30053	31218
1962	30068	31202
1963	30084	31186
1964	30099	31171
1965	30113	31155
1966	30129	31140
1967	30145	31125
1968	30159	31109
1969	30172	31091
1970	30188	31076
1971	30203	31061
1972	30218	31045
1973	30234	31031
1974	30250	31015
1975	30275	31010
1976	30290	30995
1977	30306	30980
1978	30322	30965
1979	30338	30951
1980	30355	30937
1981	30371	30923
1982	30391	30912
1983	30407	30898
1984	30422	30882
1985	30437	30866
1986	30452	30850
1987	30470	30837
1988	30494	30832
1989	30509	30815
1990	30525	30801
1991	30540	30786
1992	30555	30770
1993	30571	30755
1994	30586	30739
1995	30601	30724
1996	30616	30708
1997	30630	30692
1998	30645	30676
1999	30660	30660
2000	30676	30645
2001	30691	30630
2002	30707	30615
2003	30723	30600
2004	30738	30585
2005	30755	30571
2006	30770	30555
2007	30787	30541
2008	30803	30527
2009	30819	30512
2010	30835	30497
2011	30850	30482
2012	30865	30466
2013	30878	30449
2014	30893	30433
2015	30908	30418
2016	30923	30402
2017	30939	30387
2018	30953	30370
2019	30968	30355
2020	30983	30339
2021	30998	30324
2022	31013	30308
2023	31027	30291
2024	31041	30275
2025	31056	30259
2026	31071	30243
2027	31085	30227
2028	31099	30210
2029	31114	30194
2030	31130	30179
2031	31147	30166
2032	31163	30151
2033	31177	30134
2034	31192	30119
2035	31206	30103
2036	31221	30087
2037	31236	30071
2038	31251	30056
2039	31266	30040
2040	31280	30024
2041	31295	30007
2042	31310	29992
2043	31324	29976
2044	31340	29961
2045	31355	29945
2046	31369	29929
2047	31384	29913
2048	31403	29901
2049	31419	29886
2050	31434	29870
2051	31448	29854
2052	31462	29837
2053	31477	29822
2054	31491	29805
2055	31505	29789
2056	31520	29773
2057	31535	29757
2058	31549	29741
2059	31564	29726
2060	31579	29710
2061	31595	29695
2062	31609	29678
2063	31622	29661
2064	31637	29645
2065	31657	29634
2066	31671	29618
2067	31686	29602
2068	31702	29587
2069	31717	29572
2070	31732	29556
2071	31747	29541
2072	31764	29527
2073	31785	29517
2074	31801	29502
2075	31818	29488
2076	31834	29474
2077	31851	29460
2078	31867	29445
2079	31883	29431
2080	31902	29418
2081	31918	29404
2082	31935	29390
2083	31950	29375
2084	31965	29359
2085	31982	29345
2086	31999	29331
2087	32015	29316
2088	32035	29306
2089	32055	29294
2090	32070	29278
2091	32086	29264
2092	32100	29248
2093	32116	29232
2094	32131	29217
2095	32146	29201
2096	32161	29185
2097	32177	29171
2098	32192	29155
2099	32207	29139
2100	32221	29123
2101	32236	29108
2102	32252	29092
2103	32266	29076
2104	32284	29063
2105	32299	29048
2106	32315	29033
2107	32332	29019
2108	32347	29003
2109	32363	28989
2110	32379	28974
2111	32394	28958
2112	32409	28942
2113	32424	28927
2114	32439	28911
2115	32455	28896
2116	32470	28881
2117	32485	28865
2118	32500	28850
2119	32515	28834
2120	32530	28818
2121	32546	28804
2122	32562	28789
2123	32577	28773
2124	32592	28758
2125	32609	28744
2126	32626	28730
2127	32641	28714
2128	32655	28698
2129	32670	28682
2130	32684	28666
2131	32699	28650
2132	32714	28634
2133	32729	28619
2134	32744	28603
2135	32759	28587
2136	32776	28573
2137	32790	28557
2138	32805	28542
2139	32821	28526
2140	32836	28511
2141	32850	28495
2142	32865	28479
2143	32879	28463
2144	32894	28447
2145	32909	28431
2146	32925	28416
2147	32939	28400
2148	32953	28383
2149	32967	28367
2150	32982	28351
2151	32997	28336
2152	33012	28320
2153	33026	28304
2154	33042	28289
2155	33056	28273
2156	33070	28256
2157	33085	28240
2158	33100	28224
2159	33114	28208
2160	33130	28193
2161	33145	28178
2162	33162	28164
2163	33176	28148
2164	33192	28133
2165	33207	28117
2166	33224	28103
2167	33240	28088
2168	33257	28074
2169	33274	28061
2170	33292	28047
2171	33306	28031
2172	33323	28017
2173	33339	28002
2174	33355	27988
2175	33374	27975
2176	33391	27961
2177	33414	27952
2178	33432	27939
2179	33448	27925
2180	33467	27912
2181	33488	27902
2182	33505	27887
2183	33553	27899
2184	33580	27893
2185	33596	27879
2186	33612	27864
2187	33626	27847
2188	33640	27831
2189	33654	27815
2190	33669	27799
2191	33684	27783
2192	33699	27767
2193	33713	27751
2194	33728	27735
2195	33743	27720
2196	33759	27705
2197	33773	27689
2198	33791	27675
2199	33810	27663
2200	33827	27649
2201	33841	27632
2202	33856	27617
2203	33872	27601
2204	33888	27587
2205	33903	27571
2206	33918	27556
2207	33934	27540
2208	33948	27524
2209	33967	27512
2210	33982	27496
2211	33997	27480
2212	34013	27466
2213	34028	27450
2214	34044	27435
2215	34061	27421
2216	34076	27405
2217	34090	27388
2218	34104	27372
2219	34118	27356
2220	34132	27339
2221	34147	27323
2222	34162	27308
2223	34176	27292
2224	34191	27276
2225	34207	27261
2226	34223	27246
2227	34238	27231
2228	34252	27214
2229	34267	27198
2230	34281	27182
2231	34296	27166
2232	34311	27151
2233	34327	27136
2234	34342	27120
2235	34359	27106
2236	34374	27091
2237	34390	27075
2238	34407	27062
2239	34423	27047
2240	34440	27032
2241	34456	27017
2242	34472	27002
2243	34488	26988
2244	34501	26971
2245	34516	26955
2246	34530	26939
2247	34545	26922
2248	34559	26906
2249	34573	26890
2250	34588	26874
2251	34602	26858
2252	34617	26842
2253	34631	26826
2254	34647	26811
2255	34663	26796
2256	34678	26780
2257	34692	26764
2258	34708	26749
2259	34724	26734
2260	34739	26718
2261	34753	26702
2262	34770	26688
2263	34786	26673
2264	34802	26658
2265	34816	26642
2266	34830	26626
2267	34844	26609
2268	34859	26594
2269	34874	26578
2270	34889	26562
2271	34904	26547
2272	34919	26531
2273	34933	26515
2274	34948	26499
2275	34963	26483
2276	34978	26468
2277	34993	26452
2278	35009	26437
2279	35023	26421
2280	35037	26405
2281	35053	26389
2282	35067	26373
2283	35082	26357
2284	35098	26342
2285	35113	26327
2286	35129	26312
2287	35145	26297
2288	35162	26283
2289	35178	26268
2290	35193	26253
2291	35207	26236
2292	35225	26222
2293	35239	26206
2294	35254	26191
2295	35271	26177
2296	35286	26161
2297	35302	26146
2298	35319	26132
2299	35335	26117
2300	35351	26102
2301	35366	26086
2302	35380	26070
2303	35394	26054
2304	35408	26038
2305	35424	26023
2306	35440	26007
2307	35455	25992
2308	35470	25976
2309	35485	25961
2310	35500	25945
2311	35517	25931
2312	35532	25915
2313	35547	25900
2314	35561	25883
2315	35576	25868
2316	35591	25852
2317	35606	25837
2318	35622	25821
2319	35638	25807
2320	35653	25791
2321	35669	25776
2322	35684	25761
2323	35699	25745
2324	35715	25730
2325	35733	25717
2326	35748	25701
2327	35763	25685
2328	35779	25670
2329	35792	25654
2330	35810	25640
2331	35825	25624
2332	35840	25609
2333	35854	25593
2334	35869	25577
2335	35884	25561
2336	35898	25545
2337	35913	25529
2338	35927	25513
2339	35942	25497
2340	35957	25481
2341	35971	25466
2342	35987	25450
2343	36002	25434
2344	36017	25419
2345	36032	25403
2346	36045	25387
2347	36060	25371
2348	36074	25355
2349	36089	25339
2350	36106	25325
2351	36121	25309
2352	36136	25294
2353	36150	25277
2354	36166	25262
2355	36181	25247
2356	36197	25232
2357	36213	25217
2358	36231	25203
2359	36246	25188
2360	36262	25173
2361	36278	25158
2362	36293	25142
2363	36312	25129
2364	36326	25113
2365	36343	25099
2366	36359	25084
2367	36375	25069
2368	36389	25053
2369	36403	25037
2370	36418	25021
2371	36433	25005
2372	36448	24990
2373	36465	24975
2374	36479	24959
2375	36494	24944
2376	36509	24928
2377	36524	24912
2378	36539	24897
2379	36554	24881
2380	36569	24865
2381	36583	24849
2382	36598	24834
2383	36613	24818
2384	36628	24802
2385	36644	24787
2386	36658	24772
2387	36673	24756
2388	36689	24740
2389	36704	24725
2390	36718	24709
2391	36733	24693
2392	36748	24678
2393	36763	24662
2394	36779	24647
2395	36794	24632
2396	36809	24616
2397	36824	24600
2398	36839	24585
2399	36853	24568
2400	36868	24553
2401	36883	24537
2402	36898	24522
2403	36912	24506
2404	36927	24490
2405	36942	24474
2406	36956	24458
2407	36971	24442
2408	36987	24427
2409	37001	24412
2410	37016	24396
2411	37032	24380
2412	37046	24365
2413	37060	24348
2414	37075	24333
2415	37091	24318
2416	37107	24303
2417	37122	24287
2418	37140	24274
2419	37157	24259
2420	37172	24244
2421	37187	24228
2422	37202	24213
2423	37217	24197
2424	37232	24181
2425	37246	24165
2426	37261	24150
2427	37276	24134
2428	37293	24120
2429	37308	24104
2430	37324	24089
2431	37339	24074
2432	37354	24058
2433	37369	24043
2434	37384	24027
2435	37399	24012
2436	37414	23996
2437	37429	23980
2438	37443	23964
2439	37458	23948
2440	37473	23933
2441	37487	23917
2442	37502	23901
2443	37516	23885
2444	37531	23869
2445	37546	23854
2446	37561	23838
2447	37578	23824
2448	37592	23808
2449	37607	23792
2450	37621	23776
2451	37636	23760
2452	37651	23745
2453	37666	23729
2454	37681	23713
2455	37696	23698
2456	37710	23682
2457	37724	23666
2458	37737	23649
2459	37752	23633
2460	37767	23618
2461	37782	23602
2462	37796	23586
2463	37811	23570
2464	37825	23554
2465	37839	23538
2466	37854	23523
2467	37869	23507
2468	37883	23491
2469	37899	23476
2470	37917	23462
2471	37932	23447
2472	37948	23431
2473	37963	23416
2474	37979	23401
2475	37994	23385
2476	38012	23372
2477	38029	23357
2478	38046	23343
2479	38061	23327
2480	38076	23312
2481	38091	23296
2482	38105	23280
2483	38120	23264
2484	38134	23249
2485	38150	23234
2486	38165	23218
2487	38180	23202
2488	38195	23187
2489	38214	23174
2490	38231	23160
2491	38247	23144
2492	38262	23129
2493	38279	23114
2494	38294	23099
2495	38312	23085
2496	38329	23071
2497	38345	23056
2498	38360	23040
2499	38374	23024
2500	38389	23009
2501	38404	22993
2502	38418	22977
2503	38433	22961
2504	38447	22945
2505	38463	22930
2506	38478	22915
2507	38494	22900
2508	38509	22884
2509	38524	22869
2510	38541	22854
2511	38556	22839
2512	38571	22823
2513	38586	22807
2514	38600	22792
2515	38615	22776
2516	38630	22760
2517	38645	22745
2518	38660	22729
2519	38674	22713
2520	38690	22698
2521	38705	22683
2522	38720	22667
2523	38735	22651
2524	38752	22637
2525	38768	22622
2526	38784	22607
2527	38799	22592
2528	38817	22578
2529	38831	22562
2530	38847	22547
2531	38862	22531
2532	38876	22515
2533	38891	22500
2534	38907	22485
2535	38922	22469
2536	38937	22453
2537	38951	22437
2538	38966	22421
2539	38980	22405
2540	38995	22390
2541	39010	22374
2542	39026	22360
2543	39041	22344
2544	39058	22330
2545	39074	22315
2546	39089	22299
2547	39104	22283
2548	39122	22270
2549	39138	22255
2550	39153	22239
2551	39170	22225
2552	39185	22209
2553	39202	22195
2554	39217	22179
2555	39232	22164
2556	39247	22148
2557	39261	22132
2558	39277	22117
2559	39292	22101
2560	39307	22086
2561	39323	22071
2562	39338	22055
2563	39353	22040
2564	39368	22024
2565	39383	22009
2566	39397	21993
2567	39411	21977
2568	39426	21961
2569	39440	21945
2570	39456	21930
2571	39471	21914
2572	39486	21899
2573	39500	21883
2574	39515	21867
2575	39530	21852
2576	39544	21836
2577	39558	21820
2578	39572	21804
2579	39589	21789
2580	39604	21773
2581	39618	21758
2582	39634	21742
2583	39648	21727
2584	39664	21711
2585	39680	21696
2586	39695	21681
2587	39713	21667
2588	39729	21652
2589	39745	21637
2590	39760	21621
2591	39775	21606
2592	39791	21591
2593	39805	21575
2594	39820	21559
2595	39835	21544
2596	39849	21528
2597	39864	21512
2598	39879	21496
2599	39893	21481
2600	39908	21465
2601	39923	21449
2602	39937	21433
2603	39951	21418
2604	39966	21402
2605	39981	21387
2606	39996	21371
2607	40011	21355
2608	40025	21339
2609	40040	21324
2610	40055	21308
2611	40070	21293
2612	40084	21277
2613	40100	21262
2614	40115	21246
2615	40130	21231
2616	40146	21216
2617	40161	21200
2618	40175	21184
2619	40190	21168
2620	40204	21153
2621	40220	21137
2622	40235	21122
2623	40250	21106
2624	40265	21091
2625	40280	21075
2626	40295	21060
2627	40310	21045
2628	40328	21030
2629	40344	21015
2630	40359	21000
2631	40373	20984
2632	40389	20969
2633	40403	20953
2634	40417	20937
2635	40432	20922
2636	40447	20906
2637	40463	20891
2638	40477	20875
2639	40491	20859
2640	40506	20843
2641	40521	20828
2642	40535	20812
2643	40548	20795
2644	40563	20779
2645	40578	20764
2646	40593	20749
2647	40608	20733
2648	40624	20718
2649	40639	20703
2650	40655	20688
2651	40670	20672
2652	40685	20656
2653	40703	20643
2654	40719	20628
2655	40735	20613
2656	40751	20597
2657	40766	20582
2658	40781	20567
2659	40809	20558
2660	40827	20544
2661	40844	20529
2662	40860	20514
2663	40876	20499
2664	40892	20484
2665	40907	20469
2666	40922	20453
2667	40935	20437
2668	40951	20421
2669	40966	20406
2670	40981	20391
2671	40995	20375
2672	41009	20359
2673	41025	20344
2674	41041	20329
2675	41057	20313
2676	41071	20298
2677	41086	20282
2678	41100	20266
2679	41115	20250
2680	41130	20235
2681	41145	20219
2682	41161	20205
2683	41178	20190
2684	41195	20175
2685	41212	20161
2686	41228	20146
2687	41244	20131
2688	41261	20116
2689	41276	20101
2690	41294	20086
2691	41311	20072
2692	41329	20058
2693	41345	20043
2694	41362	20029
2695	41379	20014
2696	41396	19999
2697	41412	19984
2698	41427	19969
2699	41443	19954
2700	41459	19939
2701	41474	19923
2702	41489	19908
2703	41505	19893
2704	41522	19878
2705	41540	19864
2706	41557	19849
2707	41573	19834
2708	41588	19819
2709	41602	19803
2710	41617	19787
2711	41632	19772
2712	41647	19756
2713	41662	19741
2714	41676	19725
2715	41691	19709
2716	41707	19694
2717	41723	19679
2718	41739	19664
2719	41755	19649
2720	41772	19635
2721	41788	19620
2722	41804	19604
2723	41820	19590
2724	41836	19574
2725	41850	19558
2726	41865	19543
2727	41879	19527
2728	41893	19511
2729	41908	19495
2730	41924	19480
2731	41938	19464
2732	41952	19448
2733	41967	19433
2734	41981	19417
2735	41995	19401
2736	42011	19386
2737	42026	19370
2738	42040	19355
2739	42056	19339
2740	42071	19324
2741	42086	19308
2742	42100	19292
2743	42114	19276
2744	42128	19260
2745	42143	19245
2746	42157	19229
2747	42171	19213
2748	42186	19197
2749	42200	19181
2750	42215	19166
2751	42229	19150
2752	42243	19134
2753	42258	19119
2754	42274	19103
2755	42289	19088
2756	42305	19073
2757	42323	19059
2758	42339	19044
2759	42354	19028
2760	42371	19014
2761	42386	18998
2762	42401	18983
2763	42415	18967
2764	42430	18951
2765	42445	18936
2766	42460	18920
2767	42475	18905
2768	42489	18889
2769	42504	18873
2770	42519	18858
2771	42533	18842
2772	42549	18827
2773	42563	18811
2774	42577	18795
2775	42593	18780
2776	42608	18764
2777	42623	18749
2778	42638	18734
2779	42654	18718
2780	42669	18703
2781	42685	18688
2782	42700	18672
2783	42716	18657
2784	42731	18642
2785	42745	18626
2786	42760	18610
2787	42774	18594
2788	42788	18579
2789	42802	18563
2790	42818	18548
2791	42834	18532
2792	42849	18517
2793	42863	18501
2794	42877	18485
2795	42892	18470
2796	42907	18454
2797	42922	18439
2798	42938	18424
2799	42955	18409
2800	42970	18394
2801	42985	18378
2802	43001	18363
2803	43014	18347
2804	43029	18331
2805	43044	18316
2806	43059	18300
2807	43074	18285
2808	43088	18269
2809	43103	18253
2810	43118	18238
2811	43133	18222
2812	43147	18206
2813	43162	18191
2814	43178	18176
2815	43194	18161
2816	43209	18145
2817	43224	18130
2818	43238	18114
2819	43253	18098
2820	43268	18083
2821	43282	18067
2822	43297	18052
2823	43312	18036
2824	43326	18020
2825	43341	18005
2826	43357	17990
2827	43372	17974
2828	43386	17958
2829	43400	17942
2830	43415	17927
2831	43430	17911
2832	43453	17899
2833	43467	17884
2834	43481	17867
2835	43496	17852
2836	43513	17837
2837	43529	17822
2838	43543	17806
2839	43557	17791
2840	43572	17775
2841	43587	17760
2842	43601	17744
2843	43616	17728
2844	43630	17712
2845	43645	17697
2846	43659	17681
2847	43675	17666
2848	43692	17651
2849	43706	17635
2850	43721	17620
2851	43735	17604
2852	43750	17589
2853	43764	17573
2854	43780	17558
2855	43795	17542
2856	43809	17526
2857	43824	17511
2858	43839	17495
2859	43854	17480
2860	43870	17465
2861	43886	17450
2862	43901	17434
2863	43916	17419
2864	43930	17403
2865	43945	17388
2866	43960	17372
2867	43974	17356
2868	43989	17341
2869	44003	17325
2870	44019	17310
2871	44034	17294
2872	44049	17279
2873	44064	17264
2874	44080	17248
2875	44096	17233
2876	44111	17218
2877	44126	17202
2878	44142	17187
2879	44157	17172
2880	44173	17157
2881	44188	17141
2882	44205	17127
2883	44220	17111
2884	44234	17095
2885	44248	17080
2886	44265	17065
2887	44280	17049
2888	44295	17034
2889	44310	17019
2890	44326	17003
2891	44340	16988
2892	44357	16973
2893	44373	16958
2894	44388	16942
2895	44404	16927
2896	44419	16912
2897	44434	16896
2898	44449	16881
2899	44464	16865
2900	44478	16850
2901	44493	16834
2902	44508	16818
2903	44523	16803
2904	44538	16788
2905	44553	16772
2906	44572	16758
2907	44587	16743
2908	44602	16727
2909	44617	16712
2910	44631	16696
2911	44645	16680
2912	44660	16665
2913	44674	16649
2914	44689	16634
2915	44707	16619
2916	44724	16604
2917	44739	16589
2918	44755	16574
2919	44770	16559
2920	44786	16543
2921	44801	16528
2922	44815	16512
2923	44832	16498
2924	44849	16482
2925	44863	16467
2926	44877	16451
2927	44892	16435
2928	44906	16420
2929	44920	16404
2930	44936	16389
2931	44950	16373
2932	44964	16357
2933	44979	16342
2934	44995	16327
2935	45012	16312
2936	45028	16297
2937	45043	16281
2938	45059	16266
2939	45077	16252
2940	45093	16237
2941	45109	16222
2942	45124	16206
2943	45139	16191
2944	45154	16175
2945	45168	16160
2946	45183	16144
2947	45198	16129
2948	45215	16114
2949	45232	16099
2950	45247	16084
2951	45262	16068
2952	45279	16053
2953	45295	16039
2954	45310	16023
2955	45325	16008
2956	45340	15992
2957	45355	15976
2958	45370	15961
2959	45384	15945
2960	45399	15930
2961	45413	15914
2962	45427	15898
2963	45441	15883
2964	45454	15867
2965	45469	15851
2966	45485	15836
2967	45499	15820
2968	45514	15805
2969	45530	15790
2970	45546	15774
2971	45561	15759
2972	45577	15744
2973	45592	15728
2974	45607	15713
2975	45622	15697
2976	45636	15682
2977	45651	15666
2978	45667	15651
2979	45681	15635
2980	45695	15620
2981	45709	15604
2982	45724	15589
2983	45740	15573
2984	45754	15558
2985	45771	15543
2986	45785	15527
2987	45800	15511
2988	45814	15496
2989	45828	15480
2990	45844	15465
2991	45860	15450
2992	45875	15434
2993	45890	15419
2994	45904	15403
2995	45919	15388
2996	45933	15372
2997	45947	15356
2998	45961	15340
2999	45976	15325
3000	45990	15309
3001	46004	15293
3002	46018	15278
3003	46032	15262
3004	46048	15247
3005	46063	15232
3006	46079	15216
3007	46093	15200
3008	46108	15185
3009	46124	15170
3010	46139	15155
3011	46155	15139
3012	46170	15124
3013	46185	15109
3014	46200	15093
3015	46215	15078
3016	46230	15062
3017	46245	15047
3018	46260	15031
3019	46275	15016
3020	46288	15000
3021	46303	14984
3022	46317	14969
3023	46332	14953
3024	46347	14938
3025	46362	14923
3026	46377	14907
3027	46392	14892
3028	46406	14876
3029	46420	14860
3030	46438	14846
3031	46453	14830
3032	46471	14816
3033	46486	14800
3034	46500	14785
3035	46515	14769
3036	46530	14754
3037	46544	14738
3038	46560	14723
3039	46574	14707
3040	46588	14692
3041	46603	14676
3042	46617	14660
3043	46630	14644
3044	46644	14629
3045	46658	14613
3046	46673	14597
3047	46688	14582
3048	46704	14567
3049	46720	14552
3050	46734	14536
3051	46749	14521
3052	46763	14505
3053	46776	14489
3054	46791	14473
3055	46805	14458
3056	46820	14442
3057	46834	14427
3058	46852	14412
3059	46867	14397
3060	46881	14381
3061	46895	14365
3062	46909	14350
3063	46923	14334
3064	46938	14318
3065	46953	14303
3066	46966	14287
3067	46981	14271
3068	46996	14256
3069	47010	14240
3070	47025	14225
3071	47040	14210
3072	47055	14194
3073	47070	14179
3074	47086	14164
3075	47101	14148
3076	47115	14133
3077	47130	14117
3078	47145	14102
3079	47159	14086
3080	47175	14071
3081	47191	14056
3082	47206	14041
3083	47221	14025
3084	47237	14010
3085	47253	13995
3086	47269	13980
3087	47285	13965
3088	47302	13950
3089	47325	13937
3090	47341	13922
3091	47356	13906
3092	47370	13890
3093	47384	13875
3094	47399	13860
3095	47416	13845
3096	47431	13829
3097	47445	13814
3098	47461	13798
3099	47476	13783
3100	47491	13767
3101	47505	13752
3102	47520	13736
3103	47534	13721
3104	47547	13705
3105	47562	13689
3106	47575	13674
3107	47594	13659
3108	47611	13644
3109	47627	13629
3110	47642	13614
3111	47657	13598
3112	47673	13583
3113	47690	13569
3114	47706	13553
3115	47722	13538
3116	47738	13523
3117	47754	13508
3118	47768	13492
3119	47783	13477
3120	47798	13462
3121	47812	13446
3122	47828	13431
3123	47843	13415
3124	47859	13400
3125	47875	13385
3126	47890	13370
3127	47905	13354
3128	47919	13339
3129	47933	13323
3130	47948	13307
3131	47962	13292
3132	47976	13276
3133	47990	13261
3134	48005	13245
3135	48020	13230
3136	48034	13214
3137	48049	13199
3138	48063	13183
3139	48078	13168
3140	48093	13152
3141	48115	13139
3142	48130	13123
3143	48144	13108
3144	48158	13092
3145	48175	13077
3146	48189	13061
3147	48204	13046
3148	48218	13030
3149	48241	13017
3150	48257	13002
3151	48272	12987
3152	48287	12971
3153	48301	12956
3154	48317	12940
3155	48333	12925
3156	48349	12910
3157	48365	12895
3158	48380	12880
3159	48394	12864
3160	48409	12848
3161	48423	12833
3162	48438	12817
3163	48453	12802
3164	48470	12787
3165	48486	12772
3166	48501	12757
3167	48515	12741
3168	48530	12726
3169	48545	12710
3170	48561	12695
3171	48577	12680
3172	48596	12665
3173	48613	12651
3174	48628	12635
3175	48644	12620
3176	48659	12605
3177	48673	12589
3178	48687	12573
3179	48702	12558
3180	48717	12543
3181	48733	12527
3182	48748	12512
3183	48763	12497
3184	48779	12481
3185	48794	12466
3186	48809	12451
3187	48823	12435
3188	48837	12420
3189	48854	12404
3190	48869	12389
3191	48883	12374
3192	48899	12358
3193	48912	12343
3194	48927	12327
3195	48941	12311
3196	48956	12296
3197	48970	12280
3198	48985	12265
3199	48999	12249
3200	49014	12234
3201	49029	12219
3202	49044	12203
3203	49061	12188
3204	49075	12173
3205	49090	12157
3206	49104	12142
3207	49119	12126
3208	49133	12111
3209	49148	12095
3210	49164	12080
3211	49179	12065
3212	49193	12049
3213	49208	12034
3214	49222	12018
3215	49238	12003
3216	49252	11987
3217	49268	11972
3218	49282	11957
3219	49296	11941
3220	49312	11926
