iter	Passed	Remaining
3221	49326	11910
3222	49340	11895
3223	49355	11879
3224	49369	11863
3225	49384	11848
3226	49399	11833
3227	49413	11817
3228	49428	11802
3229	49442	11786
3230	49459	11771
3231	49474	11756
3232	49489	11740
3233	49504	11725
3234	49519	11710
3235	49535	11694
3236	49550	11679
3237	49565	11664
3238	49584	11649
3239	49602	11635
3240	49618	11620
3241	49634	11604
3242	49649	11589
3243	49664	11574
3244	49679	11558
3245	49694	11543
3246	49708	11527
3247	49722	11512
3248	49737	11496
3249	49753	11481
3250	49768	11466
3251	49783	11450
3252	49797	11435
3253	49811	11419
3254	49826	11404
3255	49842	11388
3256	49861	11374
3257	49876	11359
3258	49890	11343
3259	49903	11327
3260	49917	11312
3261	49933	11297
3262	49950	11281
3263	49965	11266
3264	49979	11251
3265	49993	11235
3266	50008	11220
3267	50022	11204
3268	50037	11189
3269	50052	11173
3270	50067	11158
3271	50082	11142
3272	50097	11127
3273	50110	11111
3274	50124	11096
3275	50140	11081
3276	50154	11065
3277	50169	11050
3278	50185	11035
3279	50201	11019
3280	50220	11005
3281	50238	10990
3282	50255	10975
3283	50271	10960
3284	50286	10945
3285	50301	10929
3286	50316	10914
3287	50332	10899
3288	50347	10883
3289	50361	10868
3290	50377	10853
3291	50392	10837
3292	50406	10822
3293	50425	10807
3294	50440	10792
3295	50455	10776
3296	50470	10761
3297	50484	10746
3298	50499	10730
3299	50514	10715
3300	50529	10699
3301	50544	10684
3302	50559	10669
3303	50574	10653
3304	50588	10638
3305	50603	10622
3306	50618	10607
3307	50634	10592
3308	50649	10576
3309	50666	10561
3310	50682	10546
3311	50698	10531
3312	50713	10516
3313	50728	10500
3314	50742	10485
3315	50758	10470
3316	50775	10455
3317	50790	10439
3318	50806	10424
3319	50822	10409
3320	50837	10394
3321	50850	10378
3322	50864	10362
3323	50879	10347
3324	50894	10332
3325	50911	10316
3326	50925	10301
3327	50940	10286
3328	50955	10270
3329	50970	10255
3330	50984	10239
3331	50999	10224
3332	51013	10208
3333	51027	10193
3334	51041	10177
3335	51056	10162
3336	51073	10147
3337	51088	10131
3338	51103	10116
3339	51120	10101
3340	51136	10086
3341	51152	10071
3342	51167	10055
3343	51183	10040
3344	51199	10025
3345	51216	10010
3346	51232	9995
3347	51248	9980
3348	51263	9964
3349	51276	9949
3350	51293	9934
3351	51308	9918
3352	51322	9903
3353	51337	9887
3354	51352	9872
3355	51368	9857
3356	51382	9841
3357	51397	9826
3358	51412	9811
3359	51428	9795
3360	51443	9780
3361	51458	9765
3362	51473	9749
3363	51487	9734
3364	51501	9718
3365	51516	9703
3366	51531	9687
3367	51546	9672
3368	51560	9657
3369	51575	9641
3370	51591	9626
3371	51606	9611
3372	51620	9595
3373	51634	9580
3374	51648	9564
3375	51662	9549
3376	51677	9533
3377	51692	9518
3378	51706	9502
3379	51720	9487
3380	51735	9471
3381	51749	9456
3382	51764	9440
3383	51778	9425
3384	51793	9410
3385	51808	9394
3386	51823	9379
3387	51838	9363
3388	51853	9348
3389	51868	9333
3390	51883	9317
3391	51898	9302
3392	51912	9287
3393	51927	9271
3394	51943	9256
3395	51960	9241
3396	51975	9226
3397	51989	9210
3398	52003	9195
3399	52018	9179
3400	52033	9164
3401	52049	9149
3402	52064	9133
3403	52079	9118
3404	52093	9103
3405	52113	9088
3406	52127	9073
3407	52142	9057
3408	52156	9042
3409	52172	9026
3410	52189	9011
3411	52204	8996
3412	52220	8981
3413	52235	8966
3414	52252	8951
3415	52268	8935
3416	52284	8920
3417	52300	8905
3418	52314	8889
3419	52329	8874
3420	52344	8859
3421	52360	8844
3422	52374	8828
3423	52388	8813
3424	52402	8797
3425	52417	8782
3426	52432	8766
3427	52447	8751
3428	52462	8736
3429	52477	8720
3430	52491	8705
3431	52506	8689
3432	52520	8674
3433	52535	8659
3434	52550	8643
3435	52565	8628
3436	52583	8613
3437	52599	8598
3438	52612	8582
3439	52626	8567
3440	52640	8551
3441	52654	8536
3442	52669	8520
3443	52684	8505
3444	52699	8490
3445	52714	8474
3446	52728	8459
3447	52743	8443
3448	52757	8428
3449	52772	8413
3450	52787	8397
3451	52801	8382
3452	52816	8366
3453	52830	8351
3454	52844	8335
3455	52859	8320
3456	52874	8305
3457	52887	8289
3458	52902	8274
3459	52916	8258
3460	52931	8243
3461	52946	8227
3462	52960	8212
3463	52975	8197
3464	52991	8181
3465	53007	8166
3466	53022	8151
3467	53037	8136
3468	53050	8120
3469	53064	8104
3470	53079	8089
3471	53093	8074
3472	53109	8058
3473	53125	8043
3474	53140	8028
3475	53155	8013
3476	53170	7997
3477	53185	7982
3478	53200	7967
3479	53215	7951
3480	53232	7936
3481	53247	7921
3482	53262	7906
3483	53276	7890
3484	53292	7875
3485	53308	7860
3486	53327	7845
3487	53342	7830
3488	53358	7814
3489	53374	7799
3490	53392	7784
3491	53407	7769
3492	53423	7754
3493	53439	7739
3494	53453	7723
3495	53468	7708
3496	53483	7692
3497	53498	7677
3498	53515	7662
3499	53530	7647
3500	53545	7631
3501	53561	7616
3502	53577	7601
3503	53591	7585
3504	53606	7570
3505	53621	7555
3506	53636	7539
3507	53650	7524
3508	53665	7509
3509	53680	7493
3510	53695	7478
3511	53709	7463
3512	53726	7447
3513	53740	7432
3514	53756	7417
3515	53771	7402
3516	53787	7386
3517	53802	7371
3518	53816	7356
3519	53830	7340
3520	53845	7325
3521	53859	7309
3522	53874	7294
3523	53888	7278
3524	53903	7263
3525	53918	7248
3526	53932	7232
3527	53948	7217
3528	53962	7202
3529	53978	7186
3530	53993	7171
3531	54008	7156
3532	54023	7140
3533	54038	7125
3534	54053	7110
3535	54068	7095
3536	54083	7079
3537	54097	7064
3538	54112	7048
3539	54128	7033
3540	54142	7018
3541	54158	7002
3542	54174	6987
3543	54190	6972
3544	54207	6957
3545	54225	6942
3546	54241	6927
3547	54258	6912
3548	54273	6897
3549	54289	6881
3550	54305	6866
3551	54321	6851
3552	54337	6836
3553	54352	6820
3554	54367	6805
3555	54382	6790
3556	54398	6774
3557	54414	6759
3558	54429	6744
3559	54444	6729
3560	54460	6713
3561	54475	6698
3562	54491	6683
3563	54505	6667
3564	54520	6652
3565	54536	6637
3566	54552	6622
3567	54567	6606
3568	54582	6591
3569	54598	6576
3570	54618	6561
3571	54641	6547
3572	54656	6531
3573	54670	6516
3574	54684	6500
3575	54699	6485
3576	54713	6470
3577	54728	6454
3578	54743	6439
3579	54758	6424
3580	54773	6408
3581	54787	6393
3582	54802	6378
3583	54818	6362
3584	54832	6347
3585	54847	6332
3586	54862	6316
3587	54877	6301
3588	54892	6286
3589	54907	6270
3590	54923	6255
3591	54938	6240
3592	54952	6224
3593	54968	6209
3594	54984	6194
3595	55000	6179
3596	55017	6164
3597	55033	6148
3598	55047	6133
3599	55062	6118
3600	55078	6102
3601	55093	6087
3602	55107	6072
3603	55123	6056
3604	55138	6041
3605	55153	6026
3606	55168	6010
3607	55182	5995
3608	55198	5980
3609	55215	5965
3610	55230	5949
3611	55245	5934
3612	55259	5919
3613	55275	5903
3614	55290	5888
3615	55307	5873
3616	55324	5858
3617	55339	5842
3618	55353	5827
3619	55367	5812
3620	55381	5796
3621	55394	5781
3622	55407	5765
3623	55422	5750
3624	55436	5734
3625	55451	5719
3626	55466	5704
3627	55481	5688
3628	55496	5673
3629	55511	5658
3630	55525	5642
3631	55538	5627
3632	55553	5611
3633	55568	5596
3634	55583	5581
3635	55597	5565
3636	55610	5550
3637	55625	5535
3638	55640	5519
3639	55655	5504
3640	55671	5489
3641	55686	5473
3642	55702	5458
3643	55717	5443
3644	55732	5427
3645	55748	5412
3646	55764	5397
3647	55779	5382
3648	55796	5367
3649	55811	5351
3650	55827	5336
3651	55846	5321
3652	55865	5306
3653	55881	5291
3654	55896	5276
3655	55911	5260
3656	55931	5245
3657	55950	5230
3658	55964	5215
3659	55977	5200
3660	55992	5184
3661	56006	5169
3662	56021	5154
3663	56036	5138
3664	56050	5123
3665	56070	5108
3666	56085	5093
3667	56103	5078
3668	56118	5062
3669	56134	5047
3670	56150	5032
3671	56165	5016
3672	56181	5001
3673	56197	4986
3674	56211	4971
3675	56226	4955
3676	56241	4940
3677	56255	4925
3678	56270	4909
3679	56284	4894
3680	56300	4879
3681	56314	4863
3682	56328	4848
3683	56343	4832
3684	56358	4817
3685	56373	4802
3686	56388	4786
3687	56403	4771
3688	56419	4756
3689	56434	4741
3690	56448	4725
3691	56463	4710
3692	56478	4695
3693	56493	4679
3694	56506	4664
3695	56521	4648
3696	56536	4633
3697	56549	4618
3698	56564	4602
3699	56579	4587
3700	56596	4572
3701	56611	4557
3702	56627	4541
3703	56644	4526
3704	56660	4511
3705	56678	4496
3706	56695	4481
3707	56710	4465
3708	56725	4450
3709	56740	4435
3710	56757	4420
3711	56773	4404
3712	56788	4389
3713	56803	4374
3714	56818	4358
3715	56835	4343
3716	56849	4328
3717	56863	4312
3718	56881	4297
3719	56897	4282
3720	56912	4267
3721	56927	4251
3722	56941	4236
3723	56958	4221
3724	56973	4206
3725	56988	4190
3726	57003	4175
3727	57017	4160
3728	57031	4144
3729	57045	4129
3730	57060	4113
3731	57074	4098
3732	57088	4083
3733	57103	4067
3734	57118	4052
3735	57133	4037
3736	57148	4021
3737	57163	4006
3738	57176	3991
3739	57189	3975
3740	57204	3960
3741	57219	3945
3742	57237	3929
3743	57252	3914
3744	57268	3899
3745	57284	3884
3746	57299	3868
3747	57312	3853
3748	57327	3838
3749	57342	3822
3750	57356	3807
3751	57372	3792
3752	57388	3776
3753	57405	3761
3754	57420	3746
3755	57436	3731
3756	57451	3715
3757	57466	3700
3758	57480	3685
3759	57495	3669
3760	57510	3654
3761	57524	3639
3762	57539	3623
3763	57553	3608
3764	57568	3593
3765	57582	3577
3766	57595	3562
3767	57611	3547
3768	57627	3531
3769	57641	3516
3770	57655	3501
3771	57668	3485
3772	57682	3470
3773	57697	3455
3774	57711	3439
3775	57725	3424
3776	57739	3409
3777	57755	3393
3778	57774	3378
3779	57788	3363
3780	57803	3348
3781	57818	3332
3782	57833	3317
3783	57850	3302
3784	57864	3286
3785	57879	3271
3786	57893	3256
3787	57907	3240
3788	57921	3225
3789	57935	3210
3790	57950	3194
3791	57964	3179
3792	57979	3164
3793	57993	3148
3794	58008	3133
3795	58023	3118
3796	58038	3102
3797	58053	3087
3798	58069	3072
3799	58085	3057
3800	58099	3041
3801	58116	3026
3802	58130	3011
3803	58145	2995
3804	58160	2980
3805	58175	2965
3806	58190	2950
3807	58205	2934
3808	58219	2919
3809	58233	2904
3810	58248	2888
3811	58263	2873
3812	58277	2858
3813	58291	2842
3814	58306	2827
3815	58321	2812
3816	58335	2796
3817	58349	2781
3818	58365	2766
3819	58380	2750
3820	58395	2735
3821	58410	2720
3822	58425	2705
3823	58438	2689
3824	58452	2674
3825	58467	2659
3826	58484	2643
3827	58498	2628
3828	58513	2613
3829	58528	2597
3830	58542	2582
3831	58557	2567
3832	58572	2551
3833	58588	2536
3834	58605	2521
3835	58620	2506
3836	58635	2490
3837	58650	2475
3838	58665	2460
3839	58678	2444
3840	58693	2429
3841	58707	2414
3842	58721	2398
3843	58735	2383
3844	58751	2368
3845	58766	2353
3846	58781	2337
3847	58796	2322
3848	58811	2307
3849	58826	2291
3850	58840	2276
3851	58854	2261
3852	58868	2245
3853	58883	2230
3854	58898	2215
3855	58914	2200
3856	58929	2184
3857	58944	2169
3858	58958	2154
3859	58975	2138
3860	58990	2123
3861	59005	2108
3862	59021	2093
3863	59038	2077
3864	59053	2062
3865	59069	2047
3866	59084	2032
3867	59100	2016
3868	59120	2001
3869	59137	1986
3870	59154	1971
3871	59171	1956
3872	59186	1940
3873	59202	1925
3874	59217	1910
3875	59232	1894
3876	59248	1879
3877	59263	1864
3878	59276	1849
3879	59291	1833
3880	59306	1818
3881	59320	1803
3882	59335	1787
3883	59349	1772
3884	59363	1757
3885	59379	1741
3886	59393	1726
3887	59408	1711
3888	59422	1696
3889	59438	1680
3890	59455	1665
3891	59471	1650
3892	59487	1635
3893	59501	1619
3894	59516	1604
3895	59531	1589
3896	59548	1573
3897	59563	1558
3898	59578	1543
3899	59594	1528
3900	59611	1512
3901	59628	1497
3902	59643	1482
3903	59661	1467
3904	59677	1451
3905	59694	1436
3906	59709	1421
3907	59728	1406
3908	59750	1390
3909	59766	1375
3910	59781	1360
3911	59796	1345
3912	59810	1329
3913	59825	1314
3914	59839	1299
3915	59854	1283
3916	59868	1268
3917	59882	1253
3918	59898	1238
3919	59915	1222
3920	59929	1207
3921	59944	1192
3922	59958	1176
3923	59973	1161
3924	59988	1146
3925	60004	1131
3926	60019	1115
3927	60035	1100
3928	60051	1085
3929	60067	1069
3930	60084	1054
3931	60098	1039
3932	60117	1024
3933	60133	1008
3934	60150	993
3935	60168	978
3936	60185	963
3937	60201	947
3938	60216	932
3939	60230	917
3940	60246	901
3941	60261	886
3942	60275	871
3943	60290	856
3944	60304	840
3945	60320	825
3946	60334	810
3947	60349	794
3948	60364	779
3949	60379	764
3950	60394	749
3951	60410	733
3952	60431	718
3953	60448	703
3954	60464	687
3955	60480	672
3956	60494	657
3957	60509	642
3958	60524	626
3959	60538	611
3960	60554	596
3961	60568	580
3962	60582	565
3963	60598	550
3964	60612	535
3965	60627	519
3966	60643	504
3967	60657	489
3968	60672	473
3969	60686	458
3970	60701	443
3971	60717	428
3972	60732	412
3973	60751	397
3974	60766	382
3975	60782	366
3976	60798	351
3977	60813	336
3978	60828	321
3979	60843	305
3980	60858	290
3981	60873	275
3982	60887	259
3983	60902	244
3984	60916	229
3985	60932	214
3986	60947	198
3987	60961	183
3988	60976	168
3989	60991	152
3990	61006	137
3991	61020	122
3992	61035	106
3993	61050	91
3994	61065	76
3995	61080	61
3996	61094	45
3997	61109	30
3998	61124	15
3999	61141	0
