iter	Logloss
775	0.3003144114
780	0.3002854446
785	0.3002518348
790	0.3002286613
795	0.3002021392
800	0.3001724328
805	0.3001415143
810	0.3001125886
815	0.3000822247
820	0.3000500325
825	0.300019792
830	0.2999882571
835	0.299966193
840	0.2999395682
845	0.2999108479
850	0.2998869554
855	0.2998587692
860	0.2998326169
865	0.2998058482
870	0.2997795315
875	0.2997521877
880	0.2997276994
885	0.2997048957
890	0.2996758262
895	0.29965255
900	0.2996254321
905	0.2995984169
910	0.2995736821
915	0.2995483926
920	0.2995212747
925	0.2994947526
930	0.2994699767
935	0.2994404552
940	0.2994134811
945	0.2993909034
950	0.2993655728
955	0.2993422556
960	0.2993152404
965	0.2992954361
970	0.2992728584
975	0.2992522735
980	0.2992278879
985	0.2992032353
990	0.2991807192
995	0.2991548956
1000	0.299131907
1005	0.2991048097
1010	0.2990811431
1015	0.2990566138
1020	0.2990331732
1025	0.2990083768
1030	0.2989815465
1035	0.2989585785
1040	0.2989344395
1045	0.2989090883
1050	0.2988834496
1055	0.2988593927
1060	0.2988364042
1065	0.2988159219
1070	0.2987952137
1075	0.2987704584
1080	0.2987472849
1085	0.2987241525
1090	0.2987006915
1095	0.2986804763
1100	0.2986586587
1105	0.2986372726
1110	0.2986140375
1115	0.2985887069
1120	0.2985665812
1125	0.2985426681
1130	0.2985219599
1135	0.2984981701
1140	0.2984787151
1145	0.2984570824
1150	0.2984332721
1155	0.2984101808
1160	0.2983900889
1165	0.2983698943
1170	0.2983487957
1175	0.298326896
1180	0.2983042156
1185	0.2982864657
1190	0.2982637647
1195	0.2982432003
1200	0.2982220401
1205	0.2981988461
1210	0.2981775832
1215	0.2981551904
1220	0.2981329825
1225	0.2981139589
1230	0.2980942368
1235	0.2980717207
1240	0.2980511563
1245	0.29802712
1250	0.2980061037
1255	0.2979911888
1260	0.29796857
1265	0.2979475948
1270	0.2979302147
1275	0.2979121977
1280	0.2978907088
1285	0.2978711922
1290	0.2978507921
1295	0.2978326108
1300	0.2978124367
1305	0.2977905164
1310	0.2977683907
1315	0.2977506819
1320	0.2977307338
1325	0.2977127374
1330	0.2976897488
1335	0.2976689173
1340	0.297648127
1345	0.2976256931
1350	0.2976064846
1355	0.2975848108
1360	0.2975646162
1365	0.2975424083
1370	0.297524001
1375	0.2975031901
1380	0.2974829954
1385	0.2974652455
1390	0.2974483174
1395	0.2974244454
1400	0.297403881
1405	0.2973846315
1410	0.2973635535
1415	0.297341099
1420	0.2973228972
1425	0.2973020657
1430	0.2972823847
1435	0.2972631145
1440	0.2972421804
1445	0.297221883
1450	0.2972002709
1455	0.2971787409
1460	0.2971617922
1465	0.2971418236
1470	0.2971222042
1475	0.2971020302
1480	0.2970809727
1485	0.2970602645
1490	0.2970393919
1495	0.2970199575
1500	0.2969997423
1505	0.2969786438
1510	0.2969593531
1515	0.2969417059
1520	0.296921121
1525	0.2969010291
1530	0.2968842447
1535	0.2968634749
1540	0.2968400754
1545	0.2968192234
1550	0.296803076
1555	0.2967817309
1560	0.2967609816
1565	0.296739616
1570	0.2967170588
1575	0.2966995966
1580	0.2966790938
1585	0.2966577898
1590	0.2966379239
1595	0.2966192495
1600	0.2965999178
1605	0.2965805449
1610	0.2965615213
1615	0.296542436
1620	0.2965225701
1625	0.2965074704
1630	0.2964892275
1635	0.2964722788
1640	0.2964545289
1645	0.2964376624
1650	0.2964189058
1655	0.2964033131
1660	0.296384803
1665	0.2963684707
1670	0.2963514604
1675	0.2963317177
1680	0.296314995
1685	0.2962984777
1690	0.2962797007
1695	0.2962633067
1700	0.2962511036
1705	0.2962347918
1710	0.2962193223
1715	0.296201141
1720	0.2961855893
1725	0.2961721741
1730	0.2961575674
1735	0.2961399614
1740	0.2961228483
1745	0.2961077691
1750	0.2960914573
1755	0.2960755769
1760	0.2960568615
1765	0.2960431176
1770	0.2960253266
1775	0.2960080287
1780	0.2959906897
1785	0.2959745011
1790	0.2959516153
1795	0.2959354883
1800	0.2959193614
1805	0.2959016732
1810	0.2958805746
1815	0.2958649613
1820	0.2958465334
1825	0.2958286192
1830	0.2958133346
1835	0.2957928934
1840	0.2957740547
1845	0.2957576402
1850	0.2957352268
1855	0.2957185247
1860	0.2957020074
1865	0.2956853874
1870	0.2956691167
1875	0.2956518599
1880	0.2956378695
1885	0.2956164628
1890	0.2955984869
1895	0.2955814766
1900	0.2955644663
1905	0.2955498185
1910	0.2955296239
1915	0.2955133943
1920	0.2954966921
1925	0.2954810582
1930	0.2954639657
1935	0.2954458461
1940	0.2954281578
1945	0.2954115378
1950	0.2953949178
1955	0.2953787293
1960	0.2953586579
1965	0.2953379497
1970	0.2953227062
1975	0.2953036415
1980	0.2952896717
1985	0.2952702577
1990	0.2952517272
1995	0.2952345936
2000	0.2952192473
2005	0.2952043325
2010	0.2951890273
2015	0.2951687094
2020	0.2951528496
2025	0.2951373184
2030	0.295122835
2035	0.2951058452
2040	0.2950887733
2045	0.2950674282
2050	0.295054691
2055	0.2950398378
2060	0.2950225604
2065	0.2950036806
2070	0.2949867114
2075	0.2949695367
2080	0.2949544576
2085	0.2949389059
2090	0.2949221832
2095	0.2949055837
2100	0.2948854097
2105	0.2948686253
2110	0.294853505
2115	0.294838734
2120	0.2948203473
2125	0.2948061515
2130	0.2947896753
2135	0.2947752124
2140	0.294758161
2145	0.2947433489
2150	0.2947307966
2155	0.2947123687
2160	0.2946961596
2165	0.2946808134
2170	0.2946675626
2175	0.2946543324
2180	0.294643136
2185	0.2946274404
2190	0.2946121969
2195	0.2945967068
2200	0.2945791213
2205	0.294564001
2210	0.2945497025
2215	0.2945305967
2220	0.2945132577
2225	0.2944974595
2230	0.2944797301
2235	0.2944616926
2240	0.2944448672
2245	0.2944317397
2250	0.2944139076
2255	0.2943974725
2260	0.294379887
2265	0.2943638217
2270	0.294350838
2275	0.294335882
2280	0.2943175364
2285	0.2943001357
2290	0.2942843786
2295	0.2942666287
2300	0.2942502347
2305	0.2942322999
2310	0.2942154539
2315	0.2941983204
2320	0.294181536
2325	0.2941624919
2330	0.2941447831
2335	0.2941303613
2340	0.2941142138
2345	0.2940981074
2350	0.2940844047
2355	0.2940720784
2360	0.2940546572
2365	0.2940364964
2370	0.2940222801
2375	0.2940050849
2380	0.2939910945
2385	0.2939756866
2390	0.2939575258
2395	0.2939402895
2400	0.2939233614
2405	0.2939086931
2410	0.2938912719
2415	0.2938758845
2420	0.2938630857
2425	0.2938479243
2430	0.2938322083
2435	0.2938187726
2440	0.2938045357
2445	0.2937889429
2450	0.2937757949
2455	0.2937601404
2460	0.2937453078
2465	0.2937273319
2470	0.2937137319
2475	0.2937007276
2480	0.2936843336
2485	0.2936663372
2490	0.2936529426
2495	0.2936392809
2500	0.2936264205
2505	0.2936122041
2510	0.2935949268
2515	0.2935792107
2520	0.2935642753
2525	0.2935504288
2530	0.293536274
2535	0.2935211949
2540	0.2935064649
2545	0.2934923102
2550	0.2934761833
2555	0.2934626654
2560	0.2934482642
2565	0.2934349312
2570	0.2934211668
2575	0.2934052248
2580	0.2933916658
2585	0.2933750869
2590	0.2933599461
2595	0.2933444355
2600	0.2933283291
2605	0.2933172149
2610	0.2933029369
2615	0.2932910009
2620	0.2932761683
2625	0.2932623833
2630	0.2932496051
2635	0.293234341
2640	0.2932203917
2645	0.2932035868
2650	0.2931899252
2655	0.2931743529
2660	0.2931567057
2665	0.2931452628
2670	0.2931326078
2675	0.2931156797
2680	0.2930992446
2685	0.293081166
2690	0.2930668675
2695	0.2930495695
2700	0.2930331139
2705	0.2930187743
2710	0.2930016407
2715	0.2929849591
2720	0.2929671476
2725	0.2929532599
2730	0.2929374412
2735	0.2929256901
2740	0.292909255
2745	0.2928933335
2750	0.292880206
2755	0.2928645926
2760	0.292848589
2765	0.2928376597
2770	0.2928219231
2775	0.2928057345
2780	0.2927912305
2785	0.2927770964
2790	0.2927640921
2795	0.2927488896
2800	0.2927351458
2805	0.2927200255
2810	0.292708295
2815	0.2926961536
2820	0.2926841765
2825	0.2926693438
2830	0.2926535251
2835	0.2926394936
2840	0.2926238186
2845	0.2926092531
2850	0.2925992482
2855	0.2925881134
2860	0.2925725206
2865	0.2925582016
2870	0.2925424855
2875	0.2925305701
2880	0.2925148951
2885	0.2925005144
2890	0.2924870376
2895	0.2924697397
2900	0.2924562013
2905	0.2924420671
2910	0.2924308091
2915	0.2924142713
2920	0.2924018834
2925	0.292386044
2930	0.2923703691
2935	0.2923540778
2940	0.2923396971
2945	0.2923249261
2950	0.2923099496
2955	0.2922939459
2960	0.292277367
2965	0.2922620619
2970	0.2922481537
2975	0.2922325814
2980	0.2922205017
2985	0.2922050321
2990	0.2921902611
2995	0.2921731481
3000	0.2921565281
3005	0.2921412024
3010	0.2921270476
3015	0.2921138585
3020	0.2921021279
3025	0.29208974
3030	0.2920759551
3035	0.2920622729
3040	0.2920451187
3045	0.2920286837
3050	0.2920125773
3055	0.2919969434
3060	0.2919783718
3065	0.2919642787
3070	0.2919500829
3075	0.2919337094
3080	0.291918774
3085	0.2919054616
3090	0.2918888211
3095	0.2918733516
3100	0.2918587243
3105	0.2918460077
3110	0.2918316064
3115	0.2918190952
3120	0.2918054541
3125	0.2917939906
3130	0.2917810686
3135	0.2917634625
3140	0.2917472739
3145	0.2917339409
3150	0.2917216557
3155	0.291706104
3160	0.2916910043
3165	0.291673542
3170	0.2916598803
3175	0.2916470815
3180	0.2916339335
3185	0.2916191008
3190	0.2916043298
3195	0.2915897847
3200	0.2915775817
3205	0.2915640433
3210	0.2915522305
3215	0.2915378087
3220	0.2915244552
3225	0.2915076298
3230	0.2914914002
3235	0.2914762183
3240	0.2914633784
3245	0.2914485868
3250	0.2914331994
3255	0.2914200514
3260	0.2914050749
3265	0.2913918857
3270	0.2913785939
3275	0.2913657334
3280	0.2913502639
3285	0.2913339521
3290	0.2913197563
3295	0.2913053139
3300	0.2912938094
3305	0.2912805997
3310	0.2912680063
3315	0.2912538105
3320	0.2912394709
3325	0.2912252956
3330	0.2912107506
3335	0.2911975409
3340	0.2911844133
3345	0.291172539
3350	0.2911591855
3355	0.2911421546
3360	0.2911269727
3365	0.2911129618
3370	0.2910998959
3375	0.2910841593
3380	0.2910686692
3385	0.2910538982
3390	0.291039045
3395	0.2910270474
3400	0.2910120915
3405	0.2909985941
3410	0.2909849325
3415	0.2909714146
3420	0.2909577324
3425	0.2909430846
3430	0.2909283958
3435	0.290915864
3440	0.290902983
3445	0.2908882736
3450	0.2908745298
3455	0.2908618748
3460	0.2908476584
3465	0.2908335037
3470	0.2908213007
3475	0.2908086046
3480	0.2907943471
3485	0.2907814867
3490	0.290768544
3495	0.2907554371
3500	0.2907431724
3505	0.2907290382
3510	0.2907156641
3515	0.2907000097
3520	0.2906890188
3525	0.2906758707
3530	0.2906636471
3535	0.290653745
3540	0.2906408229
3545	0.2906261546
3550	0.2906134379
3555	0.2905981122
3560	0.2905838959
3565	0.2905695357
3570	0.2905572299
3575	0.2905424589
3580	0.2905309338
3585	0.2905201894
3590	0.2905065277
3595	0.2904943452
3600	0.2904822038
3605	0.2904683777
3610	0.2904532369
3615	0.2904384659
3620	0.2904265094
3625	0.2904153951
3630	0.2904026374
3635	0.2903894072
3640	0.2903768138
3645	0.290360276
3650	0.2903481551
3655	0.2903352125
3660	0.2903217973
3665	0.2903097997
3670	0.2902994662
3675	0.2902862565
3680	0.290271999
3685	0.2902600014
3690	0.2902476545
3695	0.290236376
3700	0.2902230636
3705	0.2902110043
3710	0.2901986985
3715	0.2901862284
3720	0.2901735734
3725	0.2901632398
3730	0.2901492906
3735	0.2901364917
3740	0.290123241
3745	0.2901072989
3750	0.2900946439
3755	0.2900834886
3760	0.2900698064
3765	0.290054152
3770	0.2900397507
3775	0.2900256576
3780	0.2900128177
3785	0.2899982932
3790	0.289984159
3795	0.2899699222
3800	0.289961191
3805	0.2899462145
3810	0.2899328816
3815	0.2899228562
3820	0.289909893
3825	0.2898996827
3830	0.2898877878
3835	0.2898780911
3840	0.2898646143
3845	0.2898506651
3850	0.2898371472
3855	0.2898230747
3860	0.2898097212
3865	0.2897953199
3870	0.2897830141
3875	0.289769147
3880	0.2897598818
3885	0.2897493428
3890	0.2897362358
3895	0.2897239506
3900	0.289713165
3905	0.2897019275
3910	0.2896897861
3915	0.2896764942
3920	0.2896616205
3925	0.2896490682
3930	0.2896338452
3935	0.2896211902
3940	0.2896120482
3945	0.2895980783
3950	0.2895858137
3955	0.2895729327
3960	0.2895578946
3965	0.2895411308
3970	0.2895288045
3975	0.2895167452
3980	0.2895044394
3985	0.2894906545
3990	0.2894778146
3995	0.2894645638
3999	0.2894538194
